 
****************************************
Report : resources
Design : DSP_Unit_THREAD_POOL_SIZE3_accl_en1_replicate_accl_en0_multithreaded_accl_en0_SPM_NUM4_Addr_Width14_SIMD8_ACCL_NUM1_FU_NUM1_TPS_CEIL2_TPS_BUF_CEIL1_SPM_ADDR_WID3_SIMD_BITS3_Data_Width32_SIMD_Width256
Version: V-2023.12
Date   : Wed Sep 24 17:19:45 2025
****************************************


Resource Report for this hierarchy in file
        /home/g.vilarde/Klessydra/pulpino-klessydra/ips/FU_breakdown/DSP/RTL-DSP_Unit_syn.vhd
=============================================================================
| Cell           | Module         | Parameters | Contained Operations       |
==============================================================================

Datapath Report for DP_OP_391J4_132_5156
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_391J4_132_5156 | add_101_I6_I1 (RTL-Adder_syn.vhd:101)               |
|                      | add_101_4_I6_I1 (RTL-Adder_syn.vhd:101)             |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 9     | I1 + I2 + I3 (RTL-Adder_syn.vhd:101)     |
==============================================================================

Datapath Report for DP_OP_392J4_133_2775
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_392J4_133_2775 | add_102_I6_I1 (RTL-Adder_syn.vhd:102)               |
|                      | add_102_2_I6_I1 (RTL-Adder_syn.vhd:102)             |
|                      | add_102_5_I6_I1 (RTL-Adder_syn.vhd:102)             |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| I4    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 9     | I1 + I2 + I3 + I4 (RTL-Adder_syn.vhd:102) |
==============================================================================

Datapath Report for DP_OP_393J4_134_5156
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_393J4_134_5156 | add_101_I7_I1 (RTL-Adder_syn.vhd:101)               |
|                      | add_101_4_I7_I1 (RTL-Adder_syn.vhd:101)             |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 9     | I1 + I2 + I3 (RTL-Adder_syn.vhd:101)     |
==============================================================================

Datapath Report for DP_OP_394J4_135_2775
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_394J4_135_2775 | add_102_I7_I1 (RTL-Adder_syn.vhd:102)               |
|                      | add_102_2_I7_I1 (RTL-Adder_syn.vhd:102)             |
|                      | add_102_5_I7_I1 (RTL-Adder_syn.vhd:102)             |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| I4    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 9     | I1 + I2 + I3 + I4 (RTL-Adder_syn.vhd:102) |
==============================================================================

Datapath Report for DP_OP_395J4_136_5156
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_395J4_136_5156 | add_101_I8_I1 (RTL-Adder_syn.vhd:101)               |
|                      | add_101_4_I8_I1 (RTL-Adder_syn.vhd:101)             |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 9     | I1 + I2 + I3 (RTL-Adder_syn.vhd:101)     |
==============================================================================

Datapath Report for DP_OP_396J4_137_2775
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_396J4_137_2775 | add_102_I8_I1 (RTL-Adder_syn.vhd:102)               |
|                      | add_102_2_I8_I1 (RTL-Adder_syn.vhd:102)             |
|                      | add_102_5_I8_I1 (RTL-Adder_syn.vhd:102)             |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| I4    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 9     | I1 + I2 + I3 + I4 (RTL-Adder_syn.vhd:102) |
==============================================================================

Datapath Report for DP_OP_397J4_138_2775
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_397J4_138_2775 | add_146_I8_I1 (RTL-Adder_syn.vhd:146)               |
|                      | add_146_2_I8_I1 (RTL-Adder_syn.vhd:146)             |
|                      | add_146_5_I8_I1 (RTL-Adder_syn.vhd:146)             |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| I4    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 9     | I1 + I2 + I3 + I4 (RTL-Adder_syn.vhd:146) |
==============================================================================

Datapath Report for DP_OP_398J4_139_2775
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_398J4_139_2775 | add_146_I7_I1 (RTL-Adder_syn.vhd:146)               |
|                      | add_146_2_I7_I1 (RTL-Adder_syn.vhd:146)             |
|                      | add_146_5_I7_I1 (RTL-Adder_syn.vhd:146)             |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| I4    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 9     | I1 + I2 + I3 + I4 (RTL-Adder_syn.vhd:146) |
==============================================================================

Datapath Report for DP_OP_399J4_140_2775
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_399J4_140_2775 | add_146_I6_I1 (RTL-Adder_syn.vhd:146)               |
|                      | add_146_2_I6_I1 (RTL-Adder_syn.vhd:146)             |
|                      | add_146_5_I6_I1 (RTL-Adder_syn.vhd:146)             |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| I4    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 9     | I1 + I2 + I3 + I4 (RTL-Adder_syn.vhd:146) |
==============================================================================

Datapath Report for DP_OP_400J4_141_2775
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_400J4_141_2775 | add_146_I5_I1 (RTL-Adder_syn.vhd:146)               |
|                      | add_146_2_I5_I1 (RTL-Adder_syn.vhd:146)             |
|                      | add_146_5_I5_I1 (RTL-Adder_syn.vhd:146)             |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| I4    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 9     | I1 + I2 + I3 + I4 (RTL-Adder_syn.vhd:146) |
==============================================================================

Datapath Report for DP_OP_401J4_142_2775
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_401J4_142_2775 | add_146_I4_I1 (RTL-Adder_syn.vhd:146)               |
|                      | add_146_2_I4_I1 (RTL-Adder_syn.vhd:146)             |
|                      | add_146_5_I4_I1 (RTL-Adder_syn.vhd:146)             |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| I4    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 9     | I1 + I2 + I3 + I4 (RTL-Adder_syn.vhd:146) |
==============================================================================

Datapath Report for DP_OP_402J4_143_2775
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_402J4_143_2775 | add_146_I3_I1 (RTL-Adder_syn.vhd:146)               |
|                      | add_146_2_I3_I1 (RTL-Adder_syn.vhd:146)             |
|                      | add_146_5_I3_I1 (RTL-Adder_syn.vhd:146)             |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| I4    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 9     | I1 + I2 + I3 + I4 (RTL-Adder_syn.vhd:146) |
==============================================================================

Datapath Report for DP_OP_403J4_144_2775
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_403J4_144_2775 | add_146_I2_I1 (RTL-Adder_syn.vhd:146)               |
|                      | add_146_2_I2_I1 (RTL-Adder_syn.vhd:146)             |
|                      | add_146_5_I2_I1 (RTL-Adder_syn.vhd:146)             |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| I4    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 9     | I1 + I2 + I3 + I4 (RTL-Adder_syn.vhd:146) |
==============================================================================

Datapath Report for DP_OP_404J4_145_2775
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_404J4_145_2775 | add_146 (RTL-Adder_syn.vhd:146)                     |
|                      | add_146_2 (RTL-Adder_syn.vhd:146)                   |
|                      | add_146_5 (RTL-Adder_syn.vhd:146)                   |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| I4    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 9     | I1 + I2 + I3 + I4 (RTL-Adder_syn.vhd:146) |
==============================================================================

Datapath Report for DP_OP_405J4_146_2774
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_405J4_146_2774 | add_149_I8_I1 (RTL-Adder_syn.vhd:149)               |
|                      | add_149_2_I8_I1 (RTL-Adder_syn.vhd:149)             |
|                      | add_149_5_I8_I1 (RTL-Adder_syn.vhd:149)             |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| I4    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 8     | I1 + I2 + I3 + I4 (RTL-Adder_syn.vhd:149) |
==============================================================================

Datapath Report for DP_OP_406J4_147_2774
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_406J4_147_2774 | add_149_I7_I1 (RTL-Adder_syn.vhd:149)               |
|                      | add_149_2_I7_I1 (RTL-Adder_syn.vhd:149)             |
|                      | add_149_5_I7_I1 (RTL-Adder_syn.vhd:149)             |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| I4    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 8     | I1 + I2 + I3 + I4 (RTL-Adder_syn.vhd:149) |
==============================================================================

Datapath Report for DP_OP_407J4_148_2774
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_407J4_148_2774 | add_149_I6_I1 (RTL-Adder_syn.vhd:149)               |
|                      | add_149_2_I6_I1 (RTL-Adder_syn.vhd:149)             |
|                      | add_149_5_I6_I1 (RTL-Adder_syn.vhd:149)             |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| I4    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 8     | I1 + I2 + I3 + I4 (RTL-Adder_syn.vhd:149) |
==============================================================================

Datapath Report for DP_OP_408J4_149_2774
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_408J4_149_2774 | add_149_I5_I1 (RTL-Adder_syn.vhd:149)               |
|                      | add_149_2_I5_I1 (RTL-Adder_syn.vhd:149)             |
|                      | add_149_5_I5_I1 (RTL-Adder_syn.vhd:149)             |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| I4    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 8     | I1 + I2 + I3 + I4 (RTL-Adder_syn.vhd:149) |
==============================================================================

Datapath Report for DP_OP_409J4_150_2774
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_409J4_150_2774 | add_149_I4_I1 (RTL-Adder_syn.vhd:149)               |
|                      | add_149_2_I4_I1 (RTL-Adder_syn.vhd:149)             |
|                      | add_149_5_I4_I1 (RTL-Adder_syn.vhd:149)             |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| I4    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 8     | I1 + I2 + I3 + I4 (RTL-Adder_syn.vhd:149) |
==============================================================================

Datapath Report for DP_OP_410J4_151_2774
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_410J4_151_2774 | add_149_I3_I1 (RTL-Adder_syn.vhd:149)               |
|                      | add_149_2_I3_I1 (RTL-Adder_syn.vhd:149)             |
|                      | add_149_5_I3_I1 (RTL-Adder_syn.vhd:149)             |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| I4    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 8     | I1 + I2 + I3 + I4 (RTL-Adder_syn.vhd:149) |
==============================================================================

Datapath Report for DP_OP_411J4_152_2774
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_411J4_152_2774 | add_149_I2_I1 (RTL-Adder_syn.vhd:149)               |
|                      | add_149_2_I2_I1 (RTL-Adder_syn.vhd:149)             |
|                      | add_149_5_I2_I1 (RTL-Adder_syn.vhd:149)             |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| I4    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 8     | I1 + I2 + I3 + I4 (RTL-Adder_syn.vhd:149) |
==============================================================================

Datapath Report for DP_OP_412J4_153_2774
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_412J4_153_2774 | add_149 (RTL-Adder_syn.vhd:149)                     |
|                      | add_149_2 (RTL-Adder_syn.vhd:149)                   |
|                      | add_149_5 (RTL-Adder_syn.vhd:149)                   |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| I4    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 8     | I1 + I2 + I3 + I4 (RTL-Adder_syn.vhd:149) |
==============================================================================


Implementation Report
===============================================================================
|                    |                  | Current            | Set            |
| Cell               | Module           | Implementation     | Implementation |
===============================================================================
| DP_OP_381J4_122_5156                  |                    |                |
|                    | DP_OP_381J4_122_5156 | str (area)     |                |
| DP_OP_382J4_123_2775                  |                    |                |
|                    | DP_OP_382J4_123_2775 | str (area)     |                |
| DP_OP_383J4_124_5156                  |                    |                |
|                    | DP_OP_383J4_124_5156 | str (area)     |                |
| DP_OP_384J4_125_2775                  |                    |                |
|                    | DP_OP_384J4_125_2775 | str (area)     |                |
| DP_OP_385J4_126_5156                  |                    |                |
|                    | DP_OP_385J4_126_5156 | str (area)     |                |
| DP_OP_386J4_127_2775                  |                    |                |
|                    | DP_OP_386J4_127_2775 | str (area)     |                |
| DP_OP_387J4_128_5156                  |                    |                |
|                    | DP_OP_387J4_128_5156 | str (area)     |                |
| DP_OP_388J4_129_2775                  |                    |                |
|                    | DP_OP_388J4_129_2775 | str (area)     |                |
| DP_OP_389J4_130_5156                  |                    |                |
|                    | DP_OP_389J4_130_5156 | str (area)     |                |
| DP_OP_390J4_131_2775                  |                    |                |
|                    | DP_OP_390J4_131_2775 | str (area)     |                |
| DP_OP_391J4_132_5156                  |                    |                |
|                    | DP_OP_391J4_132_5156 | str (area)     |                |
| DP_OP_392J4_133_2775                  |                    |                |
|                    | DP_OP_392J4_133_2775 | str (area)     |                |
| DP_OP_393J4_134_5156                  |                    |                |
|                    | DP_OP_393J4_134_5156 | str (area)     |                |
| DP_OP_394J4_135_2775                  |                    |                |
|                    | DP_OP_394J4_135_2775 | str (area)     |                |
| DP_OP_395J4_136_5156                  |                    |                |
|                    | DP_OP_395J4_136_5156 | str (area)     |                |
| DP_OP_396J4_137_2775                  |                    |                |
|                    | DP_OP_396J4_137_2775 | str (area)     |                |
| DP_OP_397J4_138_2775                  |                    |                |
|                    | DP_OP_397J4_138_2775 | str (area)     |                |
| DP_OP_398J4_139_2775                  |                    |                |
|                    | DP_OP_398J4_139_2775 | str (area)     |                |
| DP_OP_399J4_140_2775                  |                    |                |
|                    | DP_OP_399J4_140_2775 | str (area)     |                |
| DP_OP_400J4_141_2775                  |                    |                |
|                    | DP_OP_400J4_141_2775 | str (area)     |                |
| DP_OP_401J4_142_2775                  |                    |                |
|                    | DP_OP_401J4_142_2775 | str (area)     |                |
| DP_OP_402J4_143_2775                  |                    |                |
|                    | DP_OP_402J4_143_2775 | str (area)     |                |
| DP_OP_403J4_144_2775                  |                    |                |
|                    | DP_OP_403J4_144_2775 | str (area)     |                |
| DP_OP_404J4_145_2775                  |                    |                |
|                    | DP_OP_404J4_145_2775 | str (area)     |                |
| DP_OP_405J4_146_2774                  |                    |                |
|                    | DP_OP_405J4_146_2774 | str (area)     |                |
| DP_OP_406J4_147_2774                  |                    |                |
|                    | DP_OP_406J4_147_2774 | str (area)     |                |
| DP_OP_407J4_148_2774                  |                    |                |
|                    | DP_OP_407J4_148_2774 | str (area)     |                |
| DP_OP_408J4_149_2774                  |                    |                |
|                    | DP_OP_408J4_149_2774 | str (area)     |                |
| DP_OP_409J4_150_2774                  |                    |                |
|                    | DP_OP_409J4_150_2774 | str (area)     |                |
| DP_OP_410J4_151_2774                  |                    |                |
|                    | DP_OP_410J4_151_2774 | str (area)     |                |
| DP_OP_411J4_152_2774                  |                    |                |
|                    | DP_OP_411J4_152_2774 | str (area)     |                |
| DP_OP_412J4_153_2774                  |                    |                |
|                    | DP_OP_412J4_153_2774 | str (area)     |                |
===============================================================================


No resource sharing information to report.
 
****************************************
Design : COMPARATOR_SIMD8_multithreaded_accl_en0_ACCL_NUM1_FU_NUM1_SIMD_Width256
****************************************

No implementations to report
 
****************************************
Design : SHIFTER_multithreaded_accl_en0_SIMD8_ACCL_NUM1_FU_NUM1_SIMD_Width256
****************************************

Resource Report for this hierarchy in file
        /home/g.vilarde/Klessydra/pulpino-klessydra/ips/FU_breakdown/DSP/RTL-Shifter_syn.vhd
=============================================================================
| Cell           | Module         | Parameters | Contained Operations       |
=============================================================================
| ashr_1         | DW_rightsh     | A_width=32 | srl_84 (RTL-Shifter_syn.vhd:84) |
            |                | SH_width=5 |                            |
| ashr_2         | DW_rightsh     | A_width=32 | srl_84_I2_I1 (RTL-Shifter_syn.vhd:84) |
      |                | SH_width=5 |                            |
| ashr_3         | DW_rightsh     | A_width=32 | srl_84_I3_I1 (RTL-Shifter_syn.vhd:84) |
      |                | SH_width=5 |                            |
| ashr_4         | DW_rightsh     | A_width=32 | srl_84_I4_I1 (RTL-Shifter_syn.vhd:84) |
      |                | SH_width=5 |                            |
| ashr_5         | DW_rightsh     | A_width=32 | srl_84_I5_I1 (RTL-Shifter_syn.vhd:84) |
      |                | SH_width=5 |                            |
| ashr_6         | DW_rightsh     | A_width=32 | srl_84_I6_I1 (RTL-Shifter_syn.vhd:84) |
      |                | SH_width=5 |                            |
| ashr_7         | DW_rightsh     | A_width=32 | srl_84_I7_I1 (RTL-Shifter_syn.vhd:84) |
      |                | SH_width=5 |                            |
| ashr_8         | DW_rightsh     | A_width=32 | srl_84_I8_I1 (RTL-Shifter_syn.vhd:84) |
      |                | SH_width=5 |                            |
| lte_x_29       | DW_cmp         | width=6    | lte_173_I2_I1 (RTL-Shifter_syn.vhd:173) |
| lte_x_30       | DW_cmp         | width=6    | lte_173_I3_I1 (RTL-Shifter_syn.vhd:173) |
| lte_x_31       | DW_cmp         | width=6    | lte_173_I4_I1 (RTL-Shifter_syn.vhd:173) |
| lte_x_32       | DW_cmp         | width=6    | lte_173_I5_I1 (RTL-Shifter_syn.vhd:173) |
| lte_x_33       | DW_cmp         | width=6    | lte_173_I6_I1 (RTL-Shifter_syn.vhd:173) |
| lte_x_34       | DW_cmp         | width=6    | lte_173_I7_I1 (RTL-Shifter_syn.vhd:173) |
| lte_x_35       | DW_cmp         | width=6    | lte_173_I8_I1 (RTL-Shifter_syn.vhd:173) |
| lte_x_37       | DW_cmp         | width=6    | lte_173_I10_I1 (RTL-Shifter_syn.vhd:173) |
| lte_x_38       | DW_cmp         | width=6    | lte_173_I11_I1 (RTL-Shifter_syn.vhd:173) |
| lte_x_39       | DW_cmp         | width=6    | lte_173_I12_I1 (RTL-Shifter_syn.vhd:173) |
| lte_x_40       | DW_cmp         | width=6    | lte_173_I13_I1 (RTL-Shifter_syn.vhd:173) |
| lte_x_41       | DW_cmp         | width=6    | lte_173_I14_I1 (RTL-Shifter_syn.vhd:173) |
| lte_x_42       | DW_cmp         | width=6    | lte_173_I15_I1 (RTL-Shifter_syn.vhd:173) |
| lte_x_43       | DW_cmp         | width=6    | lte_173_I16_I1 (RTL-Shifter_syn.vhd:173) |
| lte_x_46       | DW_cmp         | width=5    | lte_183_I2_I1 (RTL-Shifter_syn.vhd:183) |
| lte_x_47       | DW_cmp         | width=5    | lte_183_I3_I1 (RTL-Shifter_syn.vhd:183) |
| lte_x_48       | DW_cmp         | width=5    | lte_183_I4_I1 (RTL-Shifter_syn.vhd:183) |
| lte_x_50       | DW_cmp         | width=5    | lte_183_I6_I1 (RTL-Shifter_syn.vhd:183) |
| lte_x_51       | DW_cmp         | width=5    | lte_183_I7_I1 (RTL-Shifter_syn.vhd:183) |
| lte_x_52       | DW_cmp         | width=5    | lte_183_I8_I1 (RTL-Shifter_syn.vhd:183) |
| sub_x_53       | DW01_sub       | width=7    | sub_196 (RTL-Shifter_syn.vhd:196) |
          |                |            | sub_196_I10_I1_I1 (RTL-Shifter_syn.vhd:196) |
|                |            | sub_196_I11_I1_I1 (RTL-Shifter_syn.vhd:196) |
|                |            | sub_196_I12_I1_I1 (RTL-Shifter_syn.vhd:196) |
|                |            | sub_196_I13_I1_I1 (RTL-Shifter_syn.vhd:196) |
|                |            | sub_196_I14_I1_I1 (RTL-Shifter_syn.vhd:196) |
|                |            | sub_196_I15_I1_I1 (RTL-Shifter_syn.vhd:196) |
|                |            | sub_196_I16_I1_I1 (RTL-Shifter_syn.vhd:196) |
|                |            | sub_196_I17_I1_I1 (RTL-Shifter_syn.vhd:196) |
|                |            | sub_196_I18_I1_I1 (RTL-Shifter_syn.vhd:196) |
|                |            | sub_196_I19_I1_I1 (RTL-Shifter_syn.vhd:196) |
|                |            | sub_196_I2_I1_I1 (RTL-Shifter_syn.vhd:196) |
 |                |            | sub_196_I3_I1_I1 (RTL-Shifter_syn.vhd:196) |
 |                |            | sub_196_I4_I1_I1 (RTL-Shifter_syn.vhd:196) |
 |                |            | sub_196_I5_I1_I1 (RTL-Shifter_syn.vhd:196) |
 |                |            | sub_196_I6_I1_I1 (RTL-Shifter_syn.vhd:196) |
 |                |            | sub_196_I7_I1_I1 (RTL-Shifter_syn.vhd:196) |
 |                |            | sub_196_I8_I1_I1 (RTL-Shifter_syn.vhd:196) |
 |                |            | sub_196_I9_I1_I1 (RTL-Shifter_syn.vhd:196) |
| sub_x_27       | DW01_sub       | width=6    | sub_173 (RTL-Shifter_syn.vhd:173) |
          |                |            | sub_210 (RTL-Shifter_syn.vhd:210) |
          |                |            | sub_210_I10_I1_I1 (RTL-Shifter_syn.vhd:210) |
|                |            | sub_210_I11_I1_I1 (RTL-Shifter_syn.vhd:210) |
|                |            | sub_210_I12_I1_I1 (RTL-Shifter_syn.vhd:210) |
|                |            | sub_210_I13_I1_I1 (RTL-Shifter_syn.vhd:210) |
|                |            | sub_210_I14_I1_I1 (RTL-Shifter_syn.vhd:210) |
|                |            | sub_210_I15_I1_I1 (RTL-Shifter_syn.vhd:210) |
|                |            | sub_210_I16_I1_I1 (RTL-Shifter_syn.vhd:210) |
|                |            | sub_210_I2_I1_I1 (RTL-Shifter_syn.vhd:210) |
 |                |            | sub_210_I3_I1_I1 (RTL-Shifter_syn.vhd:210) |
 |                |            | sub_210_I4_I1_I1 (RTL-Shifter_syn.vhd:210) |
 |                |            | sub_210_I5_I1_I1 (RTL-Shifter_syn.vhd:210) |
 |                |            | sub_210_I6_I1_I1 (RTL-Shifter_syn.vhd:210) |
 |                |            | sub_210_I7_I1_I1 (RTL-Shifter_syn.vhd:210) |
 |                |            | sub_210_I8_I1_I1 (RTL-Shifter_syn.vhd:210) |
 |                |            | sub_210_I9_I1_I1 (RTL-Shifter_syn.vhd:210) |
| sub_x_44       | DW01_sub       | width=5    | sub_183 (RTL-Shifter_syn.vhd:183) |
          |                |            | sub_224 (RTL-Shifter_syn.vhd:224) |
