=====================================================
  JasperGold FSV App - Faults Classification Report  
=====================================================

---[ <Report Information> ]-----------------------------------
--------------------------------------------------------------
 Num  | module | created date             | filter            
--------------------------------------------------------------
[1]     ADDER    Jul 29 08:53:47 EDT 2025   Types: (SA0, SA1)


********************************************************************************************

---[ <DESIGN INFORMATION> ]------------------------------------------------------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 Num  | Flops                            | Latches | Gates       | Nets | Ports | RTL Lines | RTL Instances | Embedded Assumptions | Embedded Assertions | Embedded Covers 
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------
[1]     182 (182) (0 property flop bits)   4 (4)     3394 (3394)   6920   13      1648        950             0                      0                     0


********************************************************************************************

---[ <FAULTS CLASSIFICATION SUMMARY> ]------------------------
--------------------------------------------------------------
 Num  | Fault Type | Unprocessed | Safe | Dangerous | Unknown 
--------------------------------------------------------------
[4029]  \dsp_add_16_8_reg[7] .D                         Dangerous
[4030]  \dsp_add_16_8_reg[7] .IQ                        Dangerous
[4031]  \dsp_add_16_8_reg[7] .IQN                       Safe
[4032]  \dsp_add_16_8_reg[7] .NOTIFIER                  Safe
[4033]  \dsp_add_16_8_reg[7] .Q                         Dangerous
[4034]  \dsp_add_16_8_reg[7] .RN                        Dangerous
[4035]  \dsp_add_16_8_reg[7] .nextstate                 Dangerous
[4036]  \dsp_add_16_8_reg[8] .CLK                       Safe
[4037]  \dsp_add_16_8_reg[8] .D                         Safe
[4038]  \dsp_add_16_8_reg[8] .IQ                        Safe
[4039]  \dsp_add_16_8_reg[8] .IQN                       Safe
[4040]  \dsp_add_16_8_reg[8] .NOTIFIER                  Safe
[4041]  \dsp_add_16_8_reg[8] .Q                         Safe
[4042]  \dsp_add_16_8_reg[8] .RN                        Safe
[4043]  \dsp_add_16_8_reg[8] .nextstate                 Safe
[4044]  \dsp_add_16_8_reg[9] .CLK                       Dangerous
[4045]  \dsp_add_16_8_reg[9] .D                         Dangerous
[4046]  \dsp_add_16_8_reg[9] .IQ                        Dangerous
[4047]  \dsp_add_16_8_reg[9] .IQN                       Safe
[4048]  \dsp_add_16_8_reg[9] .NOTIFIER                  Safe
[4049]  \dsp_add_16_8_reg[9] .Q                         Dangerous
[4050]  \dsp_add_16_8_reg[9] .RN                        Dangerous
[4051]  \dsp_add_16_8_reg[9] .nextstate                 Dangerous
[4052]  \dsp_add_8_0_reg[0] .CLK                        Dangerous
[4053]  \dsp_add_8_0_reg[0] .D                          Dangerous
[4054]  \dsp_add_8_0_reg[0] .IQ                         Dangerous
[4055]  \dsp_add_8_0_reg[0] .IQN                        Safe
[4056]  \dsp_add_8_0_reg[0] .NOTIFIER                   Safe
[4057]  \dsp_add_8_0_reg[0] .Q                          Dangerous
[4058]  \dsp_add_8_0_reg[0] .RN                         Dangerous
[4059]  \dsp_add_8_0_reg[0] .nextstate                  Dangerous
[4060]  \dsp_add_8_0_reg[10] .CLK                       Dangerous
[4061]  \dsp_add_8_0_reg[10] .D                         Dangerous
[4062]  \dsp_add_8_0_reg[10] .IQ                        Dangerous
[4063]  \dsp_add_8_0_reg[10] .IQN                       Safe
[4064]  \dsp_add_8_0_reg[10] .NOTIFIER                  Safe
[4065]  \dsp_add_8_0_reg[10] .Q                         Dangerous
[4066]  \dsp_add_8_0_reg[10] .RN                        Dangerous
[4067]  \dsp_add_8_0_reg[10] .nextstate                 Dangerous
[4068]  \dsp_add_8_0_reg[11] .CLK                       Dangerous
[4069]  \dsp_add_8_0_reg[11] .D                         Dangerous
[4070]  \dsp_add_8_0_reg[11] .IQ                        Dangerous
[4071]  \dsp_add_8_0_reg[11] .IQN                       Safe
[4072]  \dsp_add_8_0_reg[11] .NOTIFIER                  Safe
[4073]  \dsp_add_8_0_reg[11] .Q                         Dangerous
[4074]  \dsp_add_8_0_reg[11] .RN                        Dangerous
[4075]  \dsp_add_8_0_reg[11] .nextstate                 Dangerous
[4076]  \dsp_add_8_0_reg[12] .CLK                       Dangerous
[4077]  \dsp_add_8_0_reg[12] .D                         Dangerous
[4078]  \dsp_add_8_0_reg[12] .IQ                        Dangerous
[4079]  \dsp_add_8_0_reg[12] .IQN                       Safe
[4080]  \dsp_add_8_0_reg[12] .NOTIFIER                  Safe
[4081]  \dsp_add_8_0_reg[12] .Q                         Dangerous
[4082]  \dsp_add_8_0_reg[12] .RN                        Dangerous
[4083]  \dsp_add_8_0_reg[12] .nextstate                 Dangerous
[4084]  \dsp_add_8_0_reg[13] .CLK                       Dangerous
[4085]  \dsp_add_8_0_reg[13] .D                         Dangerous
[4086]  \dsp_add_8_0_reg[13] .IQ                        Dangerous
[4087]  \dsp_add_8_0_reg[13] .IQN                       Safe
[4088]  \dsp_add_8_0_reg[13] .NOTIFIER                  Safe
[4089]  \dsp_add_8_0_reg[13] .Q                         Dangerous
[4090]  \dsp_add_8_0_reg[13] .RN                        Dangerous
[4091]  \dsp_add_8_0_reg[13] .nextstate                 Dangerous
[4092]  \dsp_add_8_0_reg[14] .CLK                       Dangerous
[4093]  \dsp_add_8_0_reg[14] .D                         Dangerous
[4094]  \dsp_add_8_0_reg[14] .IQ                        Dangerous
[4095]  \dsp_add_8_0_reg[14] .IQN                       Safe
[4096]  \dsp_add_8_0_reg[14] .NOTIFIER                  Safe
[4097]  \dsp_add_8_0_reg[14] .Q                         Dangerous
[4098]  \dsp_add_8_0_reg[14] .RN                        Dangerous
[4099]  \dsp_add_8_0_reg[14] .nextstate                 Dangerous
[4100]  \dsp_add_8_0_reg[15] .CLK                       Dangerous
[4101]  \dsp_add_8_0_reg[15] .D                         Dangerous
[4102]  \dsp_add_8_0_reg[15] .IQ                        Dangerous
[4103]  \dsp_add_8_0_reg[15] .IQN                       Safe
[4104]  \dsp_add_8_0_reg[15] .NOTIFIER                  Safe
[4105]  \dsp_add_8_0_reg[15] .Q                         Dangerous
[4106]  \dsp_add_8_0_reg[15] .RN                        Dangerous
[4107]  \dsp_add_8_0_reg[15] .nextstate                 Dangerous
[4108]  \dsp_add_8_0_reg[16] .CLK                       Dangerous
[4109]  \dsp_add_8_0_reg[16] .D                         Dangerous
[4110]  \dsp_add_8_0_reg[16] .IQ                        Dangerous
[4111]  \dsp_add_8_0_reg[16] .IQN                       Safe
[4112]  \dsp_add_8_0_reg[16] .NOTIFIER                  Safe
[4113]  \dsp_add_8_0_reg[16] .Q                         Dangerous
[4114]  \dsp_add_8_0_reg[16] .RN                        Dangerous
[4115]  \dsp_add_8_0_reg[16] .nextstate                 Dangerous
[4116]  \dsp_add_8_0_reg[17] .CLK                       Safe
[4117]  \dsp_add_8_0_reg[17] .D                         Safe
[4118]  \dsp_add_8_0_reg[17] .IQ                        Safe
[4119]  \dsp_add_8_0_reg[17] .IQN                       Safe
[4120]  \dsp_add_8_0_reg[17] .NOTIFIER                  Safe
[4121]  \dsp_add_8_0_reg[17] .Q                         Safe
[4122]  \dsp_add_8_0_reg[17] .RN                        Safe
[4123]  \dsp_add_8_0_reg[17] .nextstate                 Safe
[4124]  \dsp_add_8_0_reg[1] .CLK                        Dangerous
[4125]  \dsp_add_8_0_reg[1] .D                          Dangerous
[4126]  \dsp_add_8_0_reg[1] .IQ                         Dangerous
[4127]  \dsp_add_8_0_reg[1] .IQN                        Safe
[4128]  \dsp_add_8_0_reg[1] .NOTIFIER                   Safe
[4129]  \dsp_add_8_0_reg[1] .Q                          Dangerous
[4130]  \dsp_add_8_0_reg[1] .RN                         Dangerous
[4131]  \dsp_add_8_0_reg[1] .nextstate                  Dangerous
[4132]  \dsp_add_8_0_reg[2] .CLK                        Dangerous
[4133]  \dsp_add_8_0_reg[2] .D                          Dangerous
[4134]  \dsp_add_8_0_reg[2] .IQ                         Dangerous
[4135]  \dsp_add_8_0_reg[2] .IQN                        Safe
[4136]  \dsp_add_8_0_reg[2] .NOTIFIER                   Safe
[4137]  \dsp_add_8_0_reg[2] .Q                          Dangerous
[4138]  \dsp_add_8_0_reg[2] .RN                         Dangerous
[4139]  \dsp_add_8_0_reg[2] .nextstate                  Dangerous
[4140]  \dsp_add_8_0_reg[3] .CLK                        Dangerous
[4141]  \dsp_add_8_0_reg[3] .D                          Dangerous
[4142]  \dsp_add_8_0_reg[3] .IQ                         Dangerous
[4143]  \dsp_add_8_0_reg[3] .IQN                        Safe
[4144]  \dsp_add_8_0_reg[3] .NOTIFIER                   Safe
[4145]  \dsp_add_8_0_reg[3] .Q                          Dangerous
[4146]  \dsp_add_8_0_reg[3] .RN                         Dangerous
[4147]  \dsp_add_8_0_reg[3] .nextstate                  Dangerous
[4148]  \dsp_add_8_0_reg[4] .CLK                        Dangerous
[4149]  \dsp_add_8_0_reg[4] .D                          Dangerous
[4150]  \dsp_add_8_0_reg[4] .IQ                         Dangerous
[4151]  \dsp_add_8_0_reg[4] .IQN                        Safe
[4152]  \dsp_add_8_0_reg[4] .NOTIFIER                   Safe
[4153]  \dsp_add_8_0_reg[4] .Q                          Dangerous
[4154]  \dsp_add_8_0_reg[4] .RN                         Dangerous
[4155]  \dsp_add_8_0_reg[4] .nextstate                  Dangerous
[4156]  \dsp_add_8_0_reg[5] .CLK                        Dangerous
[4157]  \dsp_add_8_0_reg[5] .D                          Dangerous
[4158]  \dsp_add_8_0_reg[5] .IQ                         Dangerous
[4159]  \dsp_add_8_0_reg[5] .IQN                        Safe
[4160]  \dsp_add_8_0_reg[5] .NOTIFIER                   Safe
[4161]  \dsp_add_8_0_reg[5] .Q                          Dangerous
[4162]  \dsp_add_8_0_reg[5] .RN                         Dangerous
[4163]  \dsp_add_8_0_reg[5] .nextstate                  Dangerous
[4164]  \dsp_add_8_0_reg[6] .CLK                        Dangerous
[4165]  \dsp_add_8_0_reg[6] .D                          Dangerous
[4166]  \dsp_add_8_0_reg[6] .IQ                         Dangerous
[4167]  \dsp_add_8_0_reg[6] .IQN                        Safe
[4168]  \dsp_add_8_0_reg[6] .NOTIFIER                   Safe
[4169]  \dsp_add_8_0_reg[6] .Q                          Dangerous
[4170]  \dsp_add_8_0_reg[6] .RN                         Dangerous
[4171]  \dsp_add_8_0_reg[6] .nextstate                  Dangerous
[4172]  \dsp_add_8_0_reg[7] .CLK                        Dangerous
[4173]  \dsp_add_8_0_reg[7] .D                          Dangerous
[4174]  \dsp_add_8_0_reg[7] .IQ                         Dangerous
[4175]  \dsp_add_8_0_reg[7] .IQN                        Safe
[4176]  \dsp_add_8_0_reg[7] .NOTIFIER                   Safe
[4177]  \dsp_add_8_0_reg[7] .Q                          Dangerous
[4178]  \dsp_add_8_0_reg[7] .RN                         Dangerous
[4179]  \dsp_add_8_0_reg[7] .nextstate                  Dangerous
[4180]  \dsp_add_8_0_reg[8] .CLK                        Safe
[4181]  \dsp_add_8_0_reg[8] .D                          Safe
[4182]  \dsp_add_8_0_reg[8] .IQ                         Safe
[4183]  \dsp_add_8_0_reg[8] .IQN                        Safe
[4184]  \dsp_add_8_0_reg[8] .NOTIFIER                   Safe
[4185]  \dsp_add_8_0_reg[8] .Q                          Safe
[4186]  \dsp_add_8_0_reg[8] .RN                         Safe
[4187]  \dsp_add_8_0_reg[8] .nextstate                  Safe
[4188]  \dsp_add_8_0_reg[9] .CLK                        Dangerous
[4189]  \dsp_add_8_0_reg[9] .D                          Dangerous
[4190]  \dsp_add_8_0_reg[9] .IQ                         Dangerous
[4191]  \dsp_add_8_0_reg[9] .IQN                        Safe
[4192]  \dsp_add_8_0_reg[9] .NOTIFIER                   Safe
[4193]  \dsp_add_8_0_reg[9] .Q                          Dangerous
[4194]  \dsp_add_8_0_reg[9] .RN                         Dangerous
[4195]  \dsp_add_8_0_reg[9] .nextstate                  Dangerous
[4196]  \dsp_in_adder_operands_lat_reg[0] .CLK          Dangerous
[4197]  \dsp_in_adder_operands_lat_reg[0] .D            Dangerous
[4198]  \dsp_in_adder_operands_lat_reg[0] .IQ           Dangerous
[4199]  \dsp_in_adder_operands_lat_reg[0] .IQN          Safe
[4200]  \dsp_in_adder_operands_lat_reg[0] .NOTIFIER     Safe
[4201]  \dsp_in_adder_operands_lat_reg[0] .Q            Dangerous
[4202]  \dsp_in_adder_operands_lat_reg[0] .SN           Safe
[4203]  \dsp_in_adder_operands_lat_reg[0] .nextstate    Dangerous
[4204]  \dsp_in_adder_operands_lat_reg[10] .CLK         Dangerous
[4205]  \dsp_in_adder_operands_lat_reg[10] .D           Dangerous
[4206]  \dsp_in_adder_operands_lat_reg[10] .IQ          Dangerous
[4207]  \dsp_in_adder_operands_lat_reg[10] .IQN         Safe
[4208]  \dsp_in_adder_operands_lat_reg[10] .NOTIFIER    Safe
[4209]  \dsp_in_adder_operands_lat_reg[10] .Q           Dangerous
[4210]  \dsp_in_adder_operands_lat_reg[10] .SN          Safe
[4211]  \dsp_in_adder_operands_lat_reg[10] .nextstate   Dangerous
[4212]  \dsp_in_adder_operands_lat_reg[11] .CLK         Dangerous
[4213]  \dsp_in_adder_operands_lat_reg[11] .D           Dangerous
[4214]  \dsp_in_adder_operands_lat_reg[11] .IQ          Dangerous
[4215]  \dsp_in_adder_operands_lat_reg[11] .IQN         Safe
[4216]  \dsp_in_adder_operands_lat_reg[11] .NOTIFIER    Safe
[4217]  \dsp_in_adder_operands_lat_reg[11] .Q           Dangerous
[4218]  \dsp_in_adder_operands_lat_reg[11] .SN          Safe
[4219]  \dsp_in_adder_operands_lat_reg[11] .nextstate   Dangerous
[4220]  \dsp_in_adder_operands_lat_reg[12] .CLK         Dangerous
[4221]  \dsp_in_adder_operands_lat_reg[12] .D           Dangerous
[4222]  \dsp_in_adder_operands_lat_reg[12] .IQ          Dangerous
[4223]  \dsp_in_adder_operands_lat_reg[12] .IQN         Safe
[4224]  \dsp_in_adder_operands_lat_reg[12] .NOTIFIER    Safe
[4225]  \dsp_in_adder_operands_lat_reg[12] .Q           Dangerous
[4226]  \dsp_in_adder_operands_lat_reg[12] .SN          Safe
[4227]  \dsp_in_adder_operands_lat_reg[12] .nextstate   Dangerous
[4228]  \dsp_in_adder_operands_lat_reg[13] .CLK         Dangerous
[4229]  \dsp_in_adder_operands_lat_reg[13] .D           Dangerous
[4230]  \dsp_in_adder_operands_lat_reg[13] .IQ          Dangerous
[4231]  \dsp_in_adder_operands_lat_reg[13] .IQN         Safe
[4232]  \dsp_in_adder_operands_lat_reg[13] .NOTIFIER    Safe
[4233]  \dsp_in_adder_operands_lat_reg[13] .Q           Dangerous
[4234]  \dsp_in_adder_operands_lat_reg[13] .SN          Safe
[4235]  \dsp_in_adder_operands_lat_reg[13] .nextstate   Dangerous
[4236]  \dsp_in_adder_operands_lat_reg[14] .CLK         Dangerous
[4237]  \dsp_in_adder_operands_lat_reg[14] .D           Dangerous
[4238]  \dsp_in_adder_operands_lat_reg[14] .IQ          Dangerous
[4239]  \dsp_in_adder_operands_lat_reg[14] .IQN         Safe
[4240]  \dsp_in_adder_operands_lat_reg[14] .NOTIFIER    Safe
[4241]  \dsp_in_adder_operands_lat_reg[14] .Q           Dangerous
[4242]  \dsp_in_adder_operands_lat_reg[14] .SN          Safe
[4243]  \dsp_in_adder_operands_lat_reg[14] .nextstate   Dangerous
[4244]  \dsp_in_adder_operands_lat_reg[15] .CLK         Dangerous
[4245]  \dsp_in_adder_operands_lat_reg[15] .D           Dangerous
[4246]  \dsp_in_adder_operands_lat_reg[15] .IQ          Dangerous
[4247]  \dsp_in_adder_operands_lat_reg[15] .IQN         Safe
[4248]  \dsp_in_adder_operands_lat_reg[15] .NOTIFIER    Safe
[4249]  \dsp_in_adder_operands_lat_reg[15] .Q           Dangerous
[4250]  \dsp_in_adder_operands_lat_reg[15] .SN          Safe
[4251]  \dsp_in_adder_operands_lat_reg[15] .nextstate   Dangerous
[4252]  \dsp_in_adder_operands_lat_reg[16] .CLK         Dangerous
[4253]  \dsp_in_adder_operands_lat_reg[16] .D           Dangerous
[4254]  \dsp_in_adder_operands_lat_reg[16] .IQ          Dangerous
[4255]  \dsp_in_adder_operands_lat_reg[16] .IQN         Safe
[4256]  \dsp_in_adder_operands_lat_reg[16] .NOTIFIER    Safe
[4257]  \dsp_in_adder_operands_lat_reg[16] .Q           Dangerous
[4258]  \dsp_in_adder_operands_lat_reg[16] .SN          Safe
[4259]  \dsp_in_adder_operands_lat_reg[16] .nextstate   Dangerous
[4260]  \dsp_in_adder_operands_lat_reg[17] .CLK         Dangerous
[4261]  \dsp_in_adder_operands_lat_reg[17] .D           Dangerous
[4262]  \dsp_in_adder_operands_lat_reg[17] .IQ          Dangerous
[4263]  \dsp_in_adder_operands_lat_reg[17] .IQN         Safe
[4264]  \dsp_in_adder_operands_lat_reg[17] .NOTIFIER    Safe
[4265]  \dsp_in_adder_operands_lat_reg[17] .Q           Dangerous
[4266]  \dsp_in_adder_operands_lat_reg[17] .SN          Safe
[4267]  \dsp_in_adder_operands_lat_reg[17] .nextstate   Dangerous
[4268]  \dsp_in_adder_operands_lat_reg[18] .CLK         Dangerous
[4269]  \dsp_in_adder_operands_lat_reg[18] .D           Dangerous
[4270]  \dsp_in_adder_operands_lat_reg[18] .IQ          Dangerous
[4271]  \dsp_in_adder_operands_lat_reg[18] .IQN         Safe
[4272]  \dsp_in_adder_operands_lat_reg[18] .NOTIFIER    Safe
[4273]  \dsp_in_adder_operands_lat_reg[18] .Q           Dangerous
[4274]  \dsp_in_adder_operands_lat_reg[18] .SN          Safe
[4275]  \dsp_in_adder_operands_lat_reg[18] .nextstate   Dangerous
[4276]  \dsp_in_adder_operands_lat_reg[19] .CLK         Dangerous
[4277]  \dsp_in_adder_operands_lat_reg[19] .D           Dangerous
[4278]  \dsp_in_adder_operands_lat_reg[19] .IQ          Dangerous
[4279]  \dsp_in_adder_operands_lat_reg[19] .IQN         Safe
[4280]  \dsp_in_adder_operands_lat_reg[19] .NOTIFIER    Safe
[4281]  \dsp_in_adder_operands_lat_reg[19] .Q           Dangerous
[4282]  \dsp_in_adder_operands_lat_reg[19] .SN          Safe
[4283]  \dsp_in_adder_operands_lat_reg[19] .nextstate   Dangerous
[4284]  \dsp_in_adder_operands_lat_reg[1] .CLK          Dangerous
[4285]  \dsp_in_adder_operands_lat_reg[1] .D            Dangerous
[4286]  \dsp_in_adder_operands_lat_reg[1] .IQ           Dangerous
[4287]  \dsp_in_adder_operands_lat_reg[1] .IQN          Safe
[4288]  \dsp_in_adder_operands_lat_reg[1] .NOTIFIER     Safe
[4289]  \dsp_in_adder_operands_lat_reg[1] .Q            Dangerous
[4290]  \dsp_in_adder_operands_lat_reg[1] .SN           Safe
[4291]  \dsp_in_adder_operands_lat_reg[1] .nextstate    Dangerous
[4292]  \dsp_in_adder_operands_lat_reg[20] .CLK         Dangerous
[4293]  \dsp_in_adder_operands_lat_reg[20] .D           Dangerous
[4294]  \dsp_in_adder_operands_lat_reg[20] .IQ          Dangerous
[4295]  \dsp_in_adder_operands_lat_reg[20] .IQN         Safe
[4296]  \dsp_in_adder_operands_lat_reg[20] .NOTIFIER    Safe
[4297]  \dsp_in_adder_operands_lat_reg[20] .Q           Dangerous
[4298]  \dsp_in_adder_operands_lat_reg[20] .SN          Safe
[4299]  \dsp_in_adder_operands_lat_reg[20] .nextstate   Dangerous
[4300]  \dsp_in_adder_operands_lat_reg[21] .CLK         Dangerous
[4301]  \dsp_in_adder_operands_lat_reg[21] .D           Dangerous
[4302]  \dsp_in_adder_operands_lat_reg[21] .IQ          Dangerous
[4303]  \dsp_in_adder_operands_lat_reg[21] .IQN         Safe
[4304]  \dsp_in_adder_operands_lat_reg[21] .NOTIFIER    Safe
[4305]  \dsp_in_adder_operands_lat_reg[21] .Q           Dangerous
[4306]  \dsp_in_adder_operands_lat_reg[21] .SN          Safe
[4307]  \dsp_in_adder_operands_lat_reg[21] .nextstate   Dangerous
[4308]  \dsp_in_adder_operands_lat_reg[22] .CLK         Dangerous
[4309]  \dsp_in_adder_operands_lat_reg[22] .D           Dangerous
[4310]  \dsp_in_adder_operands_lat_reg[22] .IQ          Dangerous
[4311]  \dsp_in_adder_operands_lat_reg[22] .IQN         Safe
[4312]  \dsp_in_adder_operands_lat_reg[22] .NOTIFIER    Safe
[4313]  \dsp_in_adder_operands_lat_reg[22] .Q           Dangerous
[4314]  \dsp_in_adder_operands_lat_reg[22] .SN          Safe
[4315]  \dsp_in_adder_operands_lat_reg[22] .nextstate   Dangerous
[4316]  \dsp_in_adder_operands_lat_reg[23] .CLK         Dangerous
[4317]  \dsp_in_adder_operands_lat_reg[23] .D           Dangerous
[4318]  \dsp_in_adder_operands_lat_reg[23] .IQ          Dangerous
[4319]  \dsp_in_adder_operands_lat_reg[23] .IQN         Safe
[4320]  \dsp_in_adder_operands_lat_reg[23] .NOTIFIER    Safe
[4321]  \dsp_in_adder_operands_lat_reg[23] .Q           Dangerous
[4322]  \dsp_in_adder_operands_lat_reg[23] .SN          Safe
[4323]  \dsp_in_adder_operands_lat_reg[23] .nextstate   Dangerous
[4324]  \dsp_in_adder_operands_lat_reg[24] .CLK         Dangerous
[4325]  \dsp_in_adder_operands_lat_reg[24] .D           Dangerous
[4326]  \dsp_in_adder_operands_lat_reg[24] .IQ          Dangerous
[4327]  \dsp_in_adder_operands_lat_reg[24] .IQN         Safe
[4328]  \dsp_in_adder_operands_lat_reg[24] .NOTIFIER    Safe
[4329]  \dsp_in_adder_operands_lat_reg[24] .Q           Dangerous
[4330]  \dsp_in_adder_operands_lat_reg[24] .SN          Safe
[4331]  \dsp_in_adder_operands_lat_reg[24] .nextstate   Dangerous
[4332]  \dsp_in_adder_operands_lat_reg[25] .CLK         Dangerous
[4333]  \dsp_in_adder_operands_lat_reg[25] .D           Dangerous
[4334]  \dsp_in_adder_operands_lat_reg[25] .IQ          Dangerous
[4335]  \dsp_in_adder_operands_lat_reg[25] .IQN         Safe
[4336]  \dsp_in_adder_operands_lat_reg[25] .NOTIFIER    Safe
[4337]  \dsp_in_adder_operands_lat_reg[25] .Q           Dangerous
[4338]  \dsp_in_adder_operands_lat_reg[25] .SN          Safe
[4339]  \dsp_in_adder_operands_lat_reg[25] .nextstate   Dangerous
[4340]  \dsp_in_adder_operands_lat_reg[26] .CLK         Dangerous
[4341]  \dsp_in_adder_operands_lat_reg[26] .D           Dangerous
[4342]  \dsp_in_adder_operands_lat_reg[26] .IQ          Dangerous
[4343]  \dsp_in_adder_operands_lat_reg[26] .IQN         Safe
[4344]  \dsp_in_adder_operands_lat_reg[26] .NOTIFIER    Safe
[4345]  \dsp_in_adder_operands_lat_reg[26] .Q           Dangerous
[4346]  \dsp_in_adder_operands_lat_reg[26] .SN          Safe
[4347]  \dsp_in_adder_operands_lat_reg[26] .nextstate   Dangerous
[4348]  \dsp_in_adder_operands_lat_reg[27] .CLK         Dangerous
[4349]  \dsp_in_adder_operands_lat_reg[27] .D           Dangerous
[4350]  \dsp_in_adder_operands_lat_reg[27] .IQ          Dangerous
[4351]  \dsp_in_adder_operands_lat_reg[27] .IQN         Safe
[4352]  \dsp_in_adder_operands_lat_reg[27] .NOTIFIER    Safe
[4353]  \dsp_in_adder_operands_lat_reg[27] .Q           Dangerous
[4354]  \dsp_in_adder_operands_lat_reg[27] .SN          Safe
[4355]  \dsp_in_adder_operands_lat_reg[27] .nextstate   Dangerous
[4356]  \dsp_in_adder_operands_lat_reg[28] .CLK         Dangerous
[4357]  \dsp_in_adder_operands_lat_reg[28] .D           Dangerous
[4358]  \dsp_in_adder_operands_lat_reg[28] .IQ          Dangerous
[4359]  \dsp_in_adder_operands_lat_reg[28] .IQN         Safe
[4360]  \dsp_in_adder_operands_lat_reg[28] .NOTIFIER    Safe
[4361]  \dsp_in_adder_operands_lat_reg[28] .Q           Dangerous
[4362]  \dsp_in_adder_operands_lat_reg[28] .SN          Safe
[4363]  \dsp_in_adder_operands_lat_reg[28] .nextstate   Dangerous
[4364]  \dsp_in_adder_operands_lat_reg[29] .CLK         Dangerous
[4365]  \dsp_in_adder_operands_lat_reg[29] .D           Dangerous
[4366]  \dsp_in_adder_operands_lat_reg[29] .IQ          Dangerous
[4367]  \dsp_in_adder_operands_lat_reg[29] .IQN         Safe
[4368]  \dsp_in_adder_operands_lat_reg[29] .NOTIFIER    Safe
[4369]  \dsp_in_adder_operands_lat_reg[29] .Q           Dangerous
[4370]  \dsp_in_adder_operands_lat_reg[29] .SN          Safe
[4371]  \dsp_in_adder_operands_lat_reg[29] .nextstate   Dangerous
[4372]  \dsp_in_adder_operands_lat_reg[2] .CLK          Dangerous
[4373]  \dsp_in_adder_operands_lat_reg[2] .D            Dangerous
[4374]  \dsp_in_adder_operands_lat_reg[2] .IQ           Dangerous
[4375]  \dsp_in_adder_operands_lat_reg[2] .IQN          Safe
[4376]  \dsp_in_adder_operands_lat_reg[2] .NOTIFIER     Safe
[4377]  \dsp_in_adder_operands_lat_reg[2] .Q            Dangerous
[4378]  \dsp_in_adder_operands_lat_reg[2] .SN           Safe
[4379]  \dsp_in_adder_operands_lat_reg[2] .nextstate    Dangerous
[4380]  \dsp_in_adder_operands_lat_reg[30] .CLK         Dangerous
[4381]  \dsp_in_adder_operands_lat_reg[30] .D           Dangerous
[4382]  \dsp_in_adder_operands_lat_reg[30] .IQ          Dangerous
[4383]  \dsp_in_adder_operands_lat_reg[30] .IQN         Safe
[4384]  \dsp_in_adder_operands_lat_reg[30] .NOTIFIER    Safe
[4385]  \dsp_in_adder_operands_lat_reg[30] .Q           Dangerous
[4386]  \dsp_in_adder_operands_lat_reg[30] .SN          Safe
[4387]  \dsp_in_adder_operands_lat_reg[30] .nextstate   Dangerous
[4388]  \dsp_in_adder_operands_lat_reg[31] .CLK         Dangerous
[4389]  \dsp_in_adder_operands_lat_reg[31] .D           Dangerous
[4390]  \dsp_in_adder_operands_lat_reg[31] .IQ          Dangerous
[4391]  \dsp_in_adder_operands_lat_reg[31] .IQN         Safe
[4392]  \dsp_in_adder_operands_lat_reg[31] .NOTIFIER    Safe
[4393]  \dsp_in_adder_operands_lat_reg[31] .Q           Dangerous
[4394]  \dsp_in_adder_operands_lat_reg[31] .SN          Safe
[4395]  \dsp_in_adder_operands_lat_reg[31] .nextstate   Dangerous
[4396]  \dsp_in_adder_operands_lat_reg[32] .CLK         Dangerous
[4397]  \dsp_in_adder_operands_lat_reg[32] .D           Dangerous
[4398]  \dsp_in_adder_operands_lat_reg[32] .IQ          Dangerous
[4399]  \dsp_in_adder_operands_lat_reg[32] .IQN         Safe
[4400]  \dsp_in_adder_operands_lat_reg[32] .NOTIFIER    Safe
[4401]  \dsp_in_adder_operands_lat_reg[32] .Q           Dangerous
[4402]  \dsp_in_adder_operands_lat_reg[32] .SN          Safe
[4403]  \dsp_in_adder_operands_lat_reg[32] .nextstate   Dangerous
[4404]  \dsp_in_adder_operands_lat_reg[33] .CLK         Dangerous
[4405]  \dsp_in_adder_operands_lat_reg[33] .D           Dangerous
[4406]  \dsp_in_adder_operands_lat_reg[33] .IQ          Dangerous
[4407]  \dsp_in_adder_operands_lat_reg[33] .IQN         Safe
[4408]  \dsp_in_adder_operands_lat_reg[33] .NOTIFIER    Safe
[4409]  \dsp_in_adder_operands_lat_reg[33] .Q           Dangerous
[4410]  \dsp_in_adder_operands_lat_reg[33] .SN          Safe
[4411]  \dsp_in_adder_operands_lat_reg[33] .nextstate   Dangerous
[4412]  \dsp_in_adder_operands_lat_reg[34] .CLK         Dangerous
[4413]  \dsp_in_adder_operands_lat_reg[34] .D           Dangerous
[4414]  \dsp_in_adder_operands_lat_reg[34] .IQ          Dangerous
[4415]  \dsp_in_adder_operands_lat_reg[34] .IQN         Safe
[4416]  \dsp_in_adder_operands_lat_reg[34] .NOTIFIER    Safe
[4417]  \dsp_in_adder_operands_lat_reg[34] .Q           Dangerous
[4418]  \dsp_in_adder_operands_lat_reg[34] .SN          Safe
